year,q_no,part,topic_code,topic_name,form,answer_type,confidence,has_shared_stem,shared_stem,question_text
2025,27,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",MSA,SEL,A,N,,"Consider the statements about $\int_a^b f(x)\,dx$: I. Trapezoidal rule gives exact result for a linear polynomial. II. Trapezoidal rule gives exact result for a quadratic polynomial. III. Simpson's one-third rule gives exact result for a cubic polynomial. IV. Simpson's one-third rule gives exact result for a quadratic polynomial. Which are correct? (a) I, III and IV (b) I and IV only (c) I and III only (d) II, III and IV"
2025,28,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,NUM,A,N,,"Forward Euler method finds the numerical solution $y_1$ at $x=0.2$ with $h=0.2$ for $\frac{dy}{dx}=-2xy^2,\ y(0)=1$. What is $|y(0.2)-y_1|$ approximately? (a) 0.0215 (b) 0.0385 (c) 0.9615 (d) 1"
2025,29,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,NUM,A,N,,"The Picard method finds $y^{(1)}(x)$ (first iterate) for $\frac{dy}{dx}=-2xy^2,\ y(0)=1$. What is $|y^{(1)}(x)-y(x)|$ at $x=0.2$? (a) 0.9915 (b) 0.9615 (c) 0.0015 (d) 0.0005"
2025,30,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,NUM,A,N,,"If $y(x)$ solves $\frac{dy}{dx}=1+x+y,\ y(0)=1$ using Euler's method with step $h=0.1$, then $y(0.3)$ equals: (a) 0.963 (b) 1.125 (c) 1.693 (d) 1.963"
2025,31,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,In which topology are all nodes connected to a single backbone cable? (a) Mesh (b) Star (c) Hybrid (d) Bus
2025,32,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NAME,A,N,,Which device connects computers in a star topology? (a) Router (b) Hub (c) Repeater (d) Bridge
2025,33,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",PLAIN,NAME,B,N,,In which type of scheduling is the process allocated to the CPU for a specific time slice? (a) FCFS (b) Shortest Job First (c) Priority (d) Round Robin
2025,34,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",PLAIN,NAME,A,N,,"Consider: I. Better performance II. Low price III. Low power and heat IV. High reliability. Which are advantages of solid-state storage devices over hard disk drives? (a) I, II and III (b) I, II and IV (c) I, III and IV (d) II, III and IV"
2025,35,Computer Application and Data Processing,C4,Number Systems & Binary Arithmetic,MSA,SEL,A,N,,Consider the statements: I. The hexadecimal equivalent of octal number 366 is 0F6. II. The decimal equivalent of hexadecimal number A53 is 2643. Which is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II
2025,36,Computer Application and Data Processing,C5,"Software, Operating Systems, Packages & Utilities",PLAIN,SEL,A,N,,"Consider: I. Multi-user II. Multitasking III. Multiprocessor. Which are correct in respect of the Linux operating system? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III"
2025,37,Computer Application and Data Processing,C9,"Programming Basics: Algorithm, Flowchart, Control Structures, Arrays, Functions",PLAIN,NAME,A,N,,Which term specifies the amount of memory required by an algorithm to perform its task? (a) Time complexity (b) Space complexity (c) Hybrid complexity (d) Processing complexity
2025,38,Computer Application and Data Processing,C6,"Languages, Compiler, Assembler, Interpreter; Low & High Level",PLAIN,NAME,A,N,,"In high-level programming languages, what role does the runtime environment play? (a) It provides libraries and frameworks for application development. (b) It executes the compiled machine code directly on the CPU. (c) It manages memory allocation, garbage collection, and other runtime tasks. (d) It translates source code into machine code during compilation."
2025,39,Computer Application and Data Processing,C9,"Programming Basics: Algorithm, Flowchart, Control Structures, Arrays, Functions",PLAIN,NAME,A,N,,What is the purpose of breakpoints in debugging? (a) To mark a point in the code where execution should pause for inspection. (b) To measure the time elapsed to run a block of code. (c) To skip a block of code during execution. (d) To identify memory leaks in the program.
2025,40,Computer Application and Data Processing,C10,"Data, Information, Database & DBMS; Frontend/Backend",PLAIN,NAME,A,N,,"In a client-server DBMS architecture, which is primarily responsible for managing database access, security, and data integrity? (a) Query processor (b) Client (c) Server (d) Database administrator"
2025,41,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NAME,A,Y,"> **Shared data for Q41–Q44.** Let $(X_1,X_2,X_3)$ be a random vector with joint pmf: > $$P(X_1=x_1,X_2=x_2,X_3=x_3) = \begin{cases} \dfrac{50!}{x_1!\,x_2!\,x_3!\,(50-x_1-x_2-x_3)!}\left(\dfrac14\right)^{x_1}\!\left(\dfrac14\right)^{x_2}\!\left(\dfrac14\right)^{x_3}\!\left(\dfrac14\right)^{50-x_1-x_2-x_3} & \text{if } x_1+x_2+x_3\le 50 \\ 0 & \text{otherwise} \end{cases}$$","The distribution of $(50-X_1)$ is: (a) Binomial(50, 1/4) (b) Binomial(50, 3/4) (c) Poisson(3/4) (d) Poisson(1/4)"
2025,42,Statistical Methods,S8,"Correlation: Distribution of r, Partial, Multiple, Intraclass, Correlation Ratio",PLAIN,NUM,A,Y,"> **Shared data for Q41–Q44.** Let $(X_1,X_2,X_3)$ be a random vector with joint pmf: > $$P(X_1=x_1,X_2=x_2,X_3=x_3) = \begin{cases} \dfrac{50!}{x_1!\,x_2!\,x_3!\,(50-x_1-x_2-x_3)!}\left(\dfrac14\right)^{x_1}\!\left(\dfrac14\right)^{x_2}\!\left(\dfrac14\right)^{x_3}\!\left(\dfrac14\right)^{50-x_1-x_2-x_3} & \text{if } x_1+x_2+x_3\le 50 \\ 0 & \text{otherwise} \end{cases}$$",The correlation between $X_1$ and $X_2$ is: (a) $-1/4$ (b) $-1/3$ (c) $1/4$ (d) $1/3$
2025,43,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q41–Q44.** Let $(X_1,X_2,X_3)$ be a random vector with joint pmf: > $$P(X_1=x_1,X_2=x_2,X_3=x_3) = \begin{cases} \dfrac{50!}{x_1!\,x_2!\,x_3!\,(50-x_1-x_2-x_3)!}\left(\dfrac14\right)^{x_1}\!\left(\dfrac14\right)^{x_2}\!\left(\dfrac14\right)^{x_3}\!\left(\dfrac14\right)^{50-x_1-x_2-x_3} & \text{if } x_1+x_2+x_3\le 50 \\ 0 & \text{otherwise} \end{cases}$$",What is $E(X_1 \mid X_2=5)$? (a) 8 (b) 10 (c) 12 (d) 15
2025,44,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q41–Q44.** Let $(X_1,X_2,X_3)$ be a random vector with joint pmf: > $$P(X_1=x_1,X_2=x_2,X_3=x_3) = \begin{cases} \dfrac{50!}{x_1!\,x_2!\,x_3!\,(50-x_1-x_2-x_3)!}\left(\dfrac14\right)^{x_1}\!\left(\dfrac14\right)^{x_2}\!\left(\dfrac14\right)^{x_3}\!\left(\dfrac14\right)^{50-x_1-x_2-x_3} & \text{if } x_1+x_2+x_3\le 50 \\ 0 & \text{otherwise} \end{cases}$$",What is $V(X_1 \mid X_2=5)$? (a) 8 (b) 10 (c) 12 (d) 15
2025,45,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,A,Y,"> **Shared data for Q45–Q47.** X and Y are independently distributed as Poisson$(\lambda)$, and their MGFs together with random variable Z satisfy $M_Z(t) = M_Y(\log M_X(t))$ for $t \in (-h,h),\ h>0$.",What is $E(Z)$? (a) $\lambda+1$ (b) $\lambda^2$ (c) $\lambda^2+\lambda$ (d) $\lambda^4+1$
2025,46,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,A,Y,"> **Shared data for Q45–Q47.** X and Y are independently distributed as Poisson$(\lambda)$, and their MGFs together with random variable Z satisfy $M_Z(t) = M_Y(\log M_X(t))$ for $t \in (-h,h),\ h>0$.",What is $\mathrm{Var}(Z)$? (a) $1+\lambda+\lambda^3$ (b) $1+\lambda^2+\lambda^3$ (c) $\lambda^2+\lambda^3$ (d) $\lambda^2+\lambda^3+\lambda^4$
2025,47,Probability,P9,"Characteristic Function, MGF & PGF; Inversion, Uniqueness, Continuity",PLAIN,EXPR,A,Y,"> **Shared data for Q45–Q47.** X and Y are independently distributed as Poisson$(\lambda)$, and their MGFs together with random variable Z satisfy $M_Z(t) = M_Y(\log M_X(t))$ for $t \in (-h,h),\ h>0$.",What is the moment generating function of Z? (a) $e^{\lambda^2(e^t-1)}$ (b) $e^{\lambda[e^{t(e^\lambda-1)}-1]}$ (c) $e^{\lambda(e^{t^2}-1)}$ (d) $e^{\lambda[e^{\lambda(e^t-1)}-1]}$
2025,48,Probability,P4,Standard Discrete Distributions,PLAIN,NAME,A,N,,Use the Poisson distribution to compute the probability of getting the ace of spades at least twice in 104 trials of drawing a single card (with replacement) from a well-shuffled pack (given $e^{-2}=0.1353$). What is the probability? (a) 0.6235 (b) 0.5941 (c) 0.5419 (d) None of the above
2025,49,Probability,P10,Modes of Convergence of Sequences of Random Variables,PLAIN,NAME,B,N,,"Let $X_1,X_2,\ldots$ be an iid sequence with common pdf $f(x) = \begin{cases} e^{-x+\theta}, & x\ge\theta \\ 0, & x<\theta \end{cases}$. If $\overline{X}_n = \frac{1}{n}\sum_{i=1}^n X_i$, then $\overline{X}_n$ converges in probability to: (a) $1-\theta$ (b) $1+\theta$ (c) $1-\theta^2$ (d) $1+\theta^2$"
2025,50,Statistical Methods,S3,Skewness & Kurtosis (Moments),PLAIN,NUM,B,N,,The characteristic function of X is $\Phi_X(t) = e^{2t(i-t)};\ |t|\le 1$. What is the fourth-order central moment of the distribution? (a) 12 (b) 24 (c) 36 (d) 48
2025,51,Probability,P13,Laws of Large Numbers & Central Limit Theorems,PLAIN,NAME,B,N,,"Let $X_1,\ldots,X_n$ be a random sample from $U[0,1]$. The asymptotic distribution of the empirical cdf $F_n(x)$ is: (a) Normal with mean zero and variance 1 (b) Normal with mean zero and variance $x(1-x)/n$ (c) Normal with mean x and variance $x(1-x)/n$ (d) None of the above"
2025,52,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,N,,"A non-negative continuous random variable (X, Y) has joint density $f(x,y) = \begin{cases} 4xye^{-(x^2+y^2)}, & x\ge0, y\ge0 \\ 0, & \text{otherwise} \end{cases}$. Let $T^2=X^2+Y^2$. The density of T is: (a) $2t^3e^{-t^2}$ (b) $2t^{3/2}e^{-t^3}$ (c) $3t^2e^{-t^2}$ (d) $3te^{-t^3}$"
2025,53,Statistical Methods,S4,Bivariate & Multivariate Data; Association & Contingency,MSA,SEL,B,N,,"For three distinct attributes A, B, C with $(A)=(\alpha)=(B)=(\beta)=(C)=(\gamma)=N/2$ such that $(ABC)=(\alpha\beta\gamma)$: I. $(AB)=(\alpha\beta),\ (A\beta)=(\alpha B)$ II. $2(ABC) = (AB)+(AC)+(BC)-N/2$ Which is/are correct? (a) I only (b) II only (c) Both I and II (d) Neither I nor II"
2025,54,Probability,P5,Standard Continuous Distributions,PLAIN,NUM,C,N,,"If X is uniformly distributed with mean 1 and variance $4/3$, then $P[X<0]$ equals: (a) 1/2 (b) 1/3 (c) 1/4 (d) 1/8"
2025,55,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,A,N,,"If $X\sim N(\mu,\sigma^2)$, then $P[a\le X\le b]$ in terms of the standard normal cdf $\Phi(\cdot)$ is: (a) $\Phi\!\left(\frac{a-\mu}{\sigma}\right)-\Phi\!\left(\frac{b-\mu}{\sigma}\right)$ (b) $\Phi\!\left(\frac{b-\mu}{\sigma}\right)-\Phi\!\left(\frac{a-\mu}{\sigma}\right)$ (c) $\Phi\!\left(\frac{a+\mu}{\sigma}\right)-\Phi\!\left(\frac{b+\mu}{\sigma}\right)$ (d) $\Phi\!\left(\frac{b+\mu}{\sigma}\right)-\Phi\!\left(\frac{a+\mu}{\sigma}\right)$"
2025,56,Statistical Methods,S10,"Sampling Distributions: Sample Mean, Sample Variance, t, Chi-square, F",PLAIN,EXPR,C,N,,"Let $(X_1,\ldots,X_{53})$ be a random sample from $N(0,1)$. If for some $\alpha_i,\beta_i,\gamma_i$: $\sum_{i=1}^{53}\alpha_iX_i=0$, $\sum_{i=1}^{53}\beta_iX_i=0$, $\sum_{i=1}^{53}\gamma_iX_i=0$, the distribution of $\sum_{i=1}^{53}X_i^2$ is: (a) $\chi^2_{52}$ (b) $\chi^2_{50}$ (c) $\chi^2_{49}$ (d) $\chi^2_{53}$"
2025,57,Statistical Methods,S13,"Order Statistics - Minimum, Maximum, Range, Median",PLAIN,EXPR,C,N,,"Let M be the minimum of a random sample of size n from $f(x) = \begin{cases} e^{-(x-\theta)}, & \theta<x<\infty \\ 0, & \text{otherwise} \end{cases}$. What is the distribution of $2n(M-\theta)$? (a) $\chi^2_{(2n)}$ (b) Exponential, mean 2 (c) Exponential, mean 0.5 (d) $\chi^2_{(n)}$"
2025,58,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,A,N,,"Let $X\sim N(\mu,\sigma^2)$ with $\sigma^2=\mu^2,\ \mu>0$. The expression for $P[(X<-\mu)\mid(X<\mu)]$ in terms of the $N(0,1)$ cdf $\Phi(\cdot)$ is: (a) $\Phi(-2)$ (b) $\Phi(2)$ (c) $1-\Phi(2)$ (d) $2[1-\Phi(2)]$"
2025,59,Statistical Methods,S10,"Sampling Distributions: Sample Mean, Sample Variance, t, Chi-square, F",PLAIN,EXPR,C,N,,"$X_1,\ldots,X_5$ are independent standard normal. A constant C such that $\dfrac{C(X_4+X_5)}{\left(X_1^2+X_2^2+X_3^2\right)^{1/2}}$ has a t-distribution has value: (a) $\sqrt{3/2}$ (b) $\sqrt{3}/2$ (c) $3/2$ (d) $\sqrt{2/3}$"
2025,60,Statistical Methods,S4,Bivariate & Multivariate Data; Association & Contingency,MSA,SEL,A,N,,"For a $2\times2$ table of attributes A, B: | | B | not B | |---|---|---| | A | a | b | | not A | c | d | Q = Yule's Coefficient of Association, Y = Coefficient of Colligation. I. $Q=Y=1$ if $bc=0$ II. $Q=-1$ if $ad=0$ III. $Q=0$ if $ad=bc$ Which are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III"
2025,61,Numerical Analysis,N7,Summation of Series,PLAIN,EXPR,B,N,,What is the function whose first difference is $3x^2+x+4$? (interval of differencing = unity) (a) $4x^2+7x+\lambda$ (b) $2x^3+x^2+\lambda$ (c) $2x^3+x^2+8x+\lambda$ (d) $x^3-x^2+4x+\lambda$
2025,62,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,EXPR,B,N,,What is the forward difference approximation for $f''(x_i)$ at $x_i$? (a) $\frac{f_{i+2}-2f_{i+1}+f_i}{h^2}$ (b) $\frac{f_{i-1}-2f_i+f_{i+1}}{h^2}$ (c) $\frac{f_{i+1}+2f_i+f_{i-1}}{h^2}$ (d) $\frac{f_{i+3}-2f_{i+2}-f_{i+1}}{h^2}$
2025,63,Numerical Analysis,N5,Inverse Interpolation,PLAIN,NAME,B,N,,"Let g be such that $y=f(x) \Leftrightarrow x=g(y)$, where $f(x) = \frac{(x-b)(x-c)}{(a-b)(a-c)}\alpha + \frac{(x-a)(x-c)}{(b-a)(b-c)}\beta + \frac{(x-a)(x-b)}{(c-a)(c-b)}\gamma$, with $a<b<c$ and $\alpha<\beta<\gamma$ real. What is $g(\beta)$? (a) $\beta$ (b) $a$ (c) $b$ (d) $\alpha$"
2025,64,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NUM,A,N,,"Let $f(x)=x+x^3+x^5$. If $g(x)$ is a quadratic polynomial via Lagrange's interpolation with $g(f(0))=0,\ g(f(1))=1,\ g(f(2))=2$, what is $g(13)$? (a) $70/19$ (b) $71/21$ (c) $71/20$ (d) $70/21$"
2025,65,Numerical Analysis,N8,"Numerical Solution of Differential Equations - Euler, Milne, Picard, Runge-Kutta",PLAIN,NUM,B,N,,"If $y_4(x)$ is the $4^{th}$ Picard iterate for $\frac{dy}{dx}=1+x^2+y^2;\ y(1)=2$, what is $y_4(1)$? (a) 1 (b) 2 (c) 3 (d) 4"
2025,66,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",MSA,SEL,A,N,,In respect of forward and backward operators ($\Delta$ and $\nabla$): I. $\Delta-\nabla=\Delta\nabla$ II. $\nabla-\Delta=\nabla\Delta$ III. $\Delta+\nabla=\Delta\nabla$ IV. $\Delta+\nabla=-\Delta\Delta$ Which is/are correct? (a) I only (b) II only (c) I and III (d) II and IV
2025,67,Numerical Analysis,N1,"Finite Differences: Operators, Factorial Polynomials, Separation of Symbols",PLAIN,NUM,A,N,,What is $\frac{\Delta^{100}}{E}(x^{100})$? (interval of differencing = unity) (a) $100!$ (b) $100!-99!$ (c) $100!-1$ (d) $100!-99!+1$
2025,68,Numerical Analysis,N4,"Central Difference Formulae - Gauss, Stirling, Bessel; Error Terms",TBL,NUM,A,N,,Consider the data: | x | 6.1 | 6.2 | 6.3 | 6.4 | |---|---|---|---|---| | f(x) | −0.1998 | −0.2223 | −0.2422 | −0.2596 | What is the approximate $f''(6.3)$ with error $O(h^2)$ using the central difference operator? (a) 0.27 (b) 0.25 (c) 0.23 (d) 0.21
2025,69,Numerical Analysis,N6,"Numerical Integration - Trapezoidal, Simpson's 1/3 & 3/8, Weddle's Rule",PLAIN,NUM,A,N,,"What is the approximate value of $\int_0^1 x^3\,dx$ using the quadrature formula $\int_0^1 f(x)\,dx = \alpha f(0)+\beta f(x_1)$, exact for polynomials of as high a degree as possible? (a) 1/4 (b) 1/9 (c) 2/3 (d) 2/9"
2025,70,Numerical Analysis,N3,Divided Differences; Newton's & Lagrange's Formulae (Unequal Intervals),PLAIN,NUM,A,N,,"Given $f(0)=8,\ f(1)=11,\ f(4)=68,\ f(5)=120$. What is the approximate $f(2)$ via Lagrange's interpolation formula? (a) 16.6 (b) 17.6 (c) 18.6 (d) 19.6"
2025,71,Computer Application and Data Processing,C9,"Programming Basics: Algorithm, Flowchart, Control Structures, Arrays, Functions",PLAIN,NAME,A,N,,"Which statement best describes the use of flowcharts in problem solving? (a) Flowcharts are used to visualize data structure. (b) Flowcharts are used to create graphical user interfaces. (c) Flowcharts consist of short, readable, formally-styled English statements. (d) Flowcharts are diagrammatic representations of the logic for solving a task."
2025,72,Computer Application and Data Processing,C6,"Languages, Compiler, Assembler, Interpreter; Low & High Level",PLAIN,NAME,A,N,,What is the main purpose of the linker in the compilation process? (a) To perform optimization of compiled code (b) To translate source code into machine code (c) To check syntax of the program (d) To combine object files and libraries into an executable program
2025,73,Computer Application and Data Processing,C10,"Data, Information, Database & DBMS; Frontend/Backend",MSA,SEL,B,N,,"Which are characteristics of virtual reality? I. It is created using multimedia. II. It enables users to move and react in a computer-simulated environment. III. It stimulates senses like sight, hearing, and touch. (a) I and II only (b) II and III only (c) I and III only (d) I, II and III"
2025,74,Computer Application and Data Processing,C10,"Data, Information, Database & DBMS; Frontend/Backend",PLAIN,NAME,B,N,,Multimedia combines different media types. How many of the following are part of multimedia? I. Text II. Video III. Audio IV. Graphics and Images V. Animation (a) Only two (b) Only three (c) Only four (d) All five
2025,75,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",MSA,SEL,A,N,,"In respect of the working of a router: I. It interconnects computer networks. II. It determines on which outgoing link an IP packet is forwarded. III. The destination address of the IP packet is examined and it is routed to the next router. Which are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III"
2025,76,Computer Application and Data Processing,C9,"Programming Basics: Algorithm, Flowchart, Control Structures, Arrays, Functions",PLAIN,NAME,B,N,,In which construct is the same set of statements executed several times based on a specified condition? (a) If-Then (b) If-Then-Else (c) Do-While (d) Case Type
2025,77,Computer Application and Data Processing,C3,"Memory: RAM, ROM, Cache; Units of Memory & Storage Capacity",MSA,SEL,A,N,,"About virtual memory in a computer system: I. It provides large addressable space without worrying about physical memory size limits. II. It provides efficient sharing of main memory among users in a multiprogrammed OS. III. It provides a large secondary memory. Which are correct? (a) I and II only (b) II and III only (c) I and III only (d) I, II and III"
2025,78,Computer Application and Data Processing,C8,"Computer Security: Virus, Antivirus, Firewall, Spyware, Malware",PLAIN,NAME,A,N,,"A packet filter firewall can: (a) filter specific users from accessing network services. (b) block all IP packets from entering the networks. (c) check all IP packets and, if valid, allow entry or exit. (d) block any kind of viruses from entering the networks."
2025,79,Computer Application and Data Processing,C7,"Networks: LAN, WAN, Internet, Intranet",PLAIN,NUM,A,N,,Wi-Fi is often used as a synonym for which IEEE technology? (a) 802.1 (b) 802.5 (c) 802.9 (d) 802.11
2025,80,Computer Application and Data Processing,C1,"Computer Organisation: CPU, ALU, Control & Memory Units, I/O Units",PLAIN,NAME,B,N,,AND and OR operations are part of which unit of the CPU? (a) Arithmetic Unit (b) Logic Unit (c) Control Unit (d) Main Memory Unit
2026,1,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q1–Q3.** X and Y have discrete joint distribution > $$P(X=x,Y=y) = \begin{cases} c|x+y| & \text{for } x,y \in \{-2,-1,0,1,2\} \\ 0 & \text{otherwise} \end{cases}$$",What is $\mathrm{Var}(X)$ equal to? (a) 2.7 (b) 2.4 (c) 2.35 (d) 1.17
2026,2,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q1–Q3.** X and Y have discrete joint distribution > $$P(X=x,Y=y) = \begin{cases} c|x+y| & \text{for } x,y \in \{-2,-1,0,1,2\} \\ 0 & \text{otherwise} \end{cases}$$",What is $E(Y \mid X=1)$ equal to? (a) 1/7 (b) 3/7 (c) 4/7 (d) 6/7
2026,3,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q1–Q3.** X and Y have discrete joint distribution > $$P(X=x,Y=y) = \begin{cases} c|x+y| & \text{for } x,y \in \{-2,-1,0,1,2\} \\ 0 & \text{otherwise} \end{cases}$$",What is $P(|X-Y|\le 1)$ equal to? (a) 0.06 (b) 0.7 (c) 0.12 (d) 0.41
2026,4,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,A,Y,"> **Shared data for Q4–Q5.** Let $f_X(x)$ be the pdf of $N(0,1)$ and $\Phi(x)=\int_{-\infty}^x f_X(\theta)\,d\theta$.",What is $\Phi(-100)$ equal to? (a) $-\Phi(100)$ (b) $1-\Phi(100)$ (c) $\frac{1}{2}\Phi(100)$ (d) $\frac{1}{2}-\Phi(100)$
2026,5,Probability,P5,Standard Continuous Distributions,PLAIN,NUM,A,Y,"> **Shared data for Q4–Q5.** Let $f_X(x)$ be the pdf of $N(0,1)$ and $\Phi(x)=\int_{-\infty}^x f_X(\theta)\,d\theta$.","What is $\displaystyle\int_{-10}^{10}\int_{-y}^{y} f_X(x)\,dx\,dy$ equal to? (a) 1/2 (b) 1/4 (c) 0 (d) 1/3"
2026,6,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q6–Q7.** The joint pdf of X and Y is > $$f(x,y) = \begin{cases} \dfrac{2(x+2y)}{3}, & 0<x<1,\ 0<y<1 \\ 0, & \text{elsewhere} \end{cases}$$",What is $E[X \mid Y=0.5]$? (a) 1/9 (b) 1/3 (c) 5/9 (d) 7/9
2026,7,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,NUM,A,Y,"> **Shared data for Q6–Q7.** The joint pdf of X and Y is > $$f(x,y) = \begin{cases} \dfrac{2(x+2y)}{3}, & 0<x<1,\ 0<y<1 \\ 0, & \text{elsewhere} \end{cases}$$",What is the conditional variance of X given $Y=0.5$? (a) 11/162 (b) 13/162 (c) 5/54 (d) 17/162
2026,8,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,EXPR,A,Y,"> **Shared data for Q8–Q9.** The joint pdf of (X, Y) is > $$f(x,y) = \begin{cases} x^2+\dfrac{xy}{3}, & 0<x<1,\ 0<y<2 \\ 0, & \text{otherwise} \end{cases}$$","The conditional density of Y given X is: (a) $\dfrac{3x+y}{2(3x+1)};\ 0<y<2,\ 0<x<1$ (b) $\dfrac{x(3x+y)}{2x(3+x)};\ 0<y<2,\ 0<x<1$ (c) $\dfrac{x(3+y)}{3x+1};\ 0<y<2,\ 0<x<1$ (d) $\dfrac{3x+y}{x(6+y)};\ 0<y<2,\ 0<x<1$"
2026,9,Probability,P6,"Random Vectors: Joint, Marginal & Conditional Distributions",PLAIN,EXPR,A,Y,"> **Shared data for Q8–Q9.** The joint pdf of (X, Y) is > $$f(x,y) = \begin{cases} x^2+\dfrac{xy}{3}, & 0<x<1,\ 0<y<2 \\ 0, & \text{otherwise} \end{cases}$$","The conditional density of X given Y is: (a) $\dfrac{x(3x+y)}{2x(3+x)};\ 0<x<1,\ 0<y<2$ (b) $\dfrac{3x+y}{x(6+y)};\ 0<x<1,\ 0<y<2$ (c) $\dfrac{2x(3x+y)}{2+y};\ 0<x<1,\ 0<y<2$ (d) $\dfrac{x(6x+y)}{2+xy};\ 0<x<1,\ 0<y<2$"
2026,10,Probability,P4,Standard Discrete Distributions,PLAIN,NUM,B,N,,"X, Y, Z are independent. X and Y each have a geometric distribution with parameter 1/2, and Z has a negative binomial distribution with parameters 3 and p. $E(X+Y-Z)=0$ if and only if p equals: (a) 1/3 (b) 3/4 (c) 2/5 (d) 3/5"
2026,11,Probability,P7,Distributions of Functions of Random Variables,PLAIN,NAME,C,N,,"If $X\sim N(0,1)$ and $Y\sim N(0,1)$ are independent, the distribution of $X/Y$ is: (a) Chi-square with 2 df (b) Cauchy(0,1) (c) Cauchy(1,1) (d) F-distribution with df (1,1)"
2026,12,Probability,P2,"Conditional Probability, Law of Total Probability, Bayes' Theorem",PLAIN,NUM,A,N,,"Three identical urns contain white/black balls: urn 1 has 2 white, 3 black; urn 2 has 3 white, 5 black; urn 3 has 5 white, 2 black. An urn is chosen at random and a ball drawn. Given the ball is white, what is the probability the second urn was chosen? (a) 35/139 (b) 200/417 (c) 112/417 (d) 105/139"
2026,13,Statistical Methods,S6,Bivariate Normal Distribution,PLAIN,NUM,A,N,,"(X, Y) has a bivariate normal distribution with $\mu_x=5,\ \mu_y=8,\ \sigma_x^2=16,\ \sigma_y^2=9,\ \rho_{xy}=0.6$. What is the regression coefficient of Y on X? (a) 7/16 (b) 9/20 (c) 1/2 (d) 3/8"
2026,14,Probability,P5,Standard Continuous Distributions,PLAIN,EXPR,C,N,,X is a continuous random variable whose density is constant on $a\le x\le b$ and zero elsewhere. What is the standard deviation of X? (a) $(2a+b)/(2\sqrt3)$ (b) $(b-a)/(2\sqrt3)$ (c) $(a+b)/2$ (d) $(b-a)/2$
2026,15,Probability,P8,Mathematical Expectation & Conditional Expectation,PLAIN,NUM,A,N,,"X has pmf $p(x)=x/15$, for $x=1,2,3,4,5$. What is $E(X \mid x>1)$? (a) 27/7 (b) 45/14 (c) 15/7 (d) 15/14"
2026,16,Probability,P2,"Conditional Probability, Law of Total Probability, Bayes' Theorem",PLAIN,NUM,B,N,,"X has distribution $f(x) = \begin{cases} \frac{1}{12}, & 0<x<12 \\ 0, & \text{otherwise} \end{cases}$. What is $P(5<X<7 \mid X>6)$? (a) 1/3 (b) 3/4 (c) 2/3 (d) 1/6"
